address,full_address,latitude,longitude
Singapore 820133,133 EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 820133,1.392831554,103.9106201
Singapore 570265,265 BISHAN STREET 24 HDB-BISHAN SINGAPORE 570265,1.35831238,103.8420882
Singapore 761504,504A YISHUN STREET 51 ACACIA BREEZE @ YISHUN SINGAPORE 761504,1.418070552,103.8440833
Singapore 100114,114 DEPOT ROAD DEPOT HEIGHTS SINGAPORE 100114,1.281759271,103.8068622
Singapore 542305,305B ANCHORVALE LINK ANCHORVALE PLACE SINGAPORE 542305,1.389195145,103.8885985
Singapore 730204,204 MARSILING DRIVE MARSILING ADMIRALTY PARK SINGAPORE 730204,1.444215877,103.7740272
Singapore 530615,615 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530615,1.368613604,103.8849379
Singapore 100072,72 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100072,1.276117977,103.80959
Singapore 543326,326C ANCHORVALE ROAD ANCHORVALE HORIZON SINGAPORE 543326,1.395717128,103.8880654
Singapore 522518,518B TAMPINES CENTRAL 7 THE PREMIERE @ TAMPINES SINGAPORE 522518,1.356369681,103.9386691
Singapore 560604,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,1.379866581,103.8359767
Singapore 180271,271 QUEEN STREET HDB-ALBERT CENTRE SINGAPORE 180271,1.300932673,103.853991
Singapore 641677,677A JURONG WEST STREET 64 EDELWEISS@JURONG SINGAPORE 641677,1.345630476,103.705038
Singapore 822212,212B PUNGGOL WALK PUNGGOL WAVES SINGAPORE 822212,1.400404239,103.8994843
Singapore 600278,278 TOH GUAN ROAD TOH GUAN VIEW SINGAPORE 600278,1.340901578,103.7464371
Singapore 560625,625 ANG MO KIO AVENUE 9 YIO CHU KANG HEIGHTS SINGAPORE 560625,1.382200246,103.8412103
Singapore 120309,309 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120309,1.320919814,103.7663776
Singapore 570453,453 SIN MING AVENUE SIN MING COURT SINGAPORE 570453,1.359045381,103.8298985
Singapore 470718,718 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470718,1.336630599,103.9257485
Singapore 140146,146 MEI LING STREET HDB-QUEENSTOWN SINGAPORE 140146,1.293914777,103.8044543
Singapore 823199,199C PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 823199,1.400647082,103.9060066
Singapore 730501,501 WOODLANDS DRIVE 14 HDB-WOODLANDS SINGAPORE 730501,1.432925242,103.792007
Singapore 680546,546 CHOA CHU KANG STREET 52 HDB-CHOA CHU KANG SINGAPORE 680546,1.393012829,103.7432624
Singapore 560502,502 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560502,1.375724748,103.8499343
Singapore 130018,18 DOVER CRESCENT DOVER VILLE SINGAPORE 130018,1.308083436,103.7830572
Singapore 520724,724 TAMPINES STREET 71 TAMPINES COURTVIEW SINGAPORE 520724,1.356842294,103.9349512
Singapore 643988,988C JURONG WEST STREET 93 SINGAPORE 643988,1.335743987,103.6957769
Singapore 733570,570C WOODLANDS AVENUE 1 CHAMPIONS COURT SINGAPORE 733570,1.431472774,103.7899819
Singapore 560725,725 ANG MO KIO AVENUE 6 HDB-ANG MO KIO SINGAPORE 560725,1.372790817,103.8469112
Singapore 792434,434B FERNVALE ROAD FERNVALE RESIDENCE SINGAPORE 792434,1.394609604,103.8765855
Singapore 520943,943 TAMPINES AVENUE 5 TAMPINES PALMSVILLE SINGAPORE 520943,1.35017819,103.9411935
Singapore 520452,452 TAMPINES STREET 42 HDB-TAMPINES SINGAPORE 520452,1.356856375,103.9546293
Singapore 520340,340 TAMPINES STREET 33 HDB-TAMPINES SINGAPORE 520340,1.351145694,103.9597877
Singapore 821174,174A EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 821174,1.39637824,103.9112808
Singapore 792435,435B FERNVALE ROAD FERNVALE RESIDENCE SINGAPORE 792435,1.393393644,103.8766449
Singapore 544291,291D COMPASSVALE STREET COMPASSVALE LODGE SINGAPORE 544291,1.396803363,103.8984973
Singapore 760265,265 YISHUN STREET 22 HDB-YISHUN SINGAPORE 760265,1.436533109,103.8386779
Singapore 791407,407A FERNVALE ROAD FERN VIEW SINGAPORE 791407,1.388268533,103.8752721
Singapore 460554,554 BEDOK NORTH STREET 3 KAKI BUKIT GREEN SINGAPORE 460554,1.332627151,103.9281721
Singapore 310233,233 LORONG 8 TOA PAYOH TOA PAYOH EIGHT SINGAPORE 310233,1.338283659,103.858468
Singapore 760837,837 YISHUN STREET 81 HDB-YISHUN SINGAPORE 760837,1.416042708,103.8330865
Singapore 640625,625 JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 640625,1.341520117,103.698797
Singapore 543260,260C SENGKANG EAST WAY COMPASSVALE NORTH GATE SINGAPORE 543260,1.394132982,103.8954436
Singapore 791405,405A FERNVALE LANE FERN SPRING SINGAPORE 791405,1.388822916,103.873859
Singapore 541124,124A RIVERVALE DRIVE RIVERVALE GROVE SINGAPORE 541124,1.388133068,103.9021761
Singapore 461055,55 NEW UPPER CHANGI ROAD HDB-BEDOK SINGAPORE 461055,1.325092556,103.9421102
Singapore 471747,747A BEDOK RESERVOIR CRESCENT BELVIA SINGAPORE 471747,1.336639559,103.9212844
Singapore 120461,461 CLEMENTI AVENUE 3 HDB-CLEMENTI HEIGHTS SINGAPORE 120461,1.311099155,103.7663995
Singapore 530502,502 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530502,1.372806685,103.8869043
Singapore 680287,287 CHOA CHU KANG AVENUE 2 HDB-CHOA CHU KANG SINGAPORE 680287,1.378930955,103.7415643
Singapore 570253,253 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570253,1.362243147,103.8431024
Singapore 460411,411 BEDOK NORTH AVENUE 2 HDB-BEDOK SINGAPORE 460411,1.328309778,103.9317618
Singapore 754468,468D ADMIRALTY DRIVE BLUE RIVERVIEW SINGAPORE 754468,1.450830599,103.8142735
Singapore 460506,506 BEDOK NORTH AVENUE 3 KAKI BUKIT VILLE SINGAPORE 460506,1.332142808,103.9337202
Singapore 520501,501 TAMPINES CENTRAL 1 TAMPINES HEART SINGAPORE 520501,1.355682333,103.9444485
Singapore 650211,211 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650211,1.346000907,103.7503677
Singapore 521108,108 TAMPINES STREET 11 HDB-TAMPINES SINGAPORE 521108,1.347866464,103.9485616
Singapore 680437,437 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680437,1.384109801,103.7406455
Singapore 793453,453C FERNVALE ROAD FERNVALE FLORA SINGAPORE 793453,1.393532593,103.8750299
Singapore 570290,290 BISHAN STREET 24 BISHAN HEIGHTS SINGAPORE 570290,1.356137785,103.8448977
Singapore 682488,488B CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS SINGAPORE 682488,1.376973982,103.7392932
Singapore 150102,102 HENDERSON CRESCENT HDB-BUKIT MERAH SINGAPORE 150102,1.290366187,103.8215771
Singapore 520497,497A TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 520497,1.359332001,103.958581
Singapore 793405,405C FERNVALE LANE FERN SPRING SINGAPORE 793405,1.389194667,103.8734374
Singapore 460035,35 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460035,1.322332207,103.9397662
Singapore 550246,246 SERANGOON AVENUE 3 HDB-SERANGOON ESTATE SINGAPORE 550246,1.351922705,103.8696608
Singapore 320099,99 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320099,1.320812804,103.8538038
Singapore 791404,404A FERNVALE LANE FERN SPRING SINGAPORE 791404,1.388348217,103.8738149
Singapore 440003,3 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440003,1.304106067,103.9177334
Singapore 510446,446 PASIR RIS DRIVE 6 HDB-PASIR RIS SINGAPORE 510446,1.370306193,103.9577269
Singapore 120418,418 CLEMENTI AVENUE 1 CASA CLEMENTI SINGAPORE 120418,1.310175719,103.7700032
Singapore 120364,364 CLEMENTI AVENUE 2 HDB-CLEMENTI SINGAPORE 120364,1.312406419,103.7687523
Singapore 640865,865 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640865,1.349817216,103.6954447
Singapore 550331,331 SERANGOON AVENUE 3 HDB-SERANGOON WEST SINGAPORE 550331,1.34964854,103.8702122
Singapore 570405,405 SIN MING AVENUE SIN MING GARDEN SINGAPORE 570405,1.362852922,103.8347395
Singapore 370045,45 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370045,1.326387894,103.8860773
Singapore 640744,744 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640744,1.346658893,103.6990999
Singapore 670442,442 FAJAR ROAD HDB-BUKIT PANJANG SINGAPORE 670442,1.382251153,103.7712357
Singapore 671635,635A SENJA ROAD SENJA GATEWAY SINGAPORE 671635,1.386562258,103.7572081
Singapore 760108,108 YISHUN RING ROAD SINGAPORE 760108,1.432323551,103.829072
Singapore 670485,485 SEGAR ROAD SEGAR GROVE SINGAPORE 670485,1.388681324,103.7713126
Singapore 520894,894 TAMPINES STREET 81 TAMPINES GROVE SINGAPORE 520894,1.348604201,103.9319221
Singapore 760879,879 YISHUN STREET 81 HDB-YISHUN SINGAPORE 760879,1.414441679,103.8361178
Singapore 510561,561 PASIR RIS STREET 51 HDB-PASIR RIS SINGAPORE 510561,1.367013033,103.9508651
Singapore 670128,128 PENDING ROAD HDB-BUKIT PANJANG SINGAPORE 670128,1.375995112,103.7697662
Singapore 670113,113 PENDING ROAD HDB-BUKIT PANJANG SINGAPORE 670113,1.378381818,103.7693595
Singapore 090005,5 TELOK BLANGAH CRESCENT MOUNT FABER GREEN SINGAPORE 090005,1.278724029,103.8192204
Singapore 570101,101 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570101,1.344859158,103.8484008
Singapore 560634,634 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560634,1.381582081,103.8432735
Singapore 650243,243 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650243,1.349620134,103.7564321
Singapore 820297,297 PUNGGOL CENTRAL PUNGGOL GROVE SINGAPORE 820297,1.402191213,103.9054519
Singapore 530916,916 HOUGANG AVENUE 9 HDB-HOUGANG SINGAPORE 530916,1.374912942,103.8842937
Singapore 520285,285 TAMPINES STREET 22 HDB-TAMPINES SINGAPORE 520285,1.350010742,103.9528161
Singapore 510127,127 PASIR RIS STREET 11 HDB-PASIR RIS SINGAPORE 510127,1.365893163,103.9552217
Singapore 160094,94 HAVELOCK ROAD HAVELOCK HEIGHTS SINGAPORE 160094,1.288213201,103.8332335
Singapore 521895,895A TAMPINES STREET 81 TAMPINES GROVE SINGAPORE 521895,1.347678953,103.9324566
Singapore 541308,308A ANCHORVALE ROAD ANCHORVALE PLACE SINGAPORE 541308,1.389894906,103.8859202
Singapore 760357,357 YISHUN RING ROAD YISHUN JASMINE SINGAPORE 760357,1.426091761,103.8459976
Singapore 520736,736 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520736,1.359041598,103.9343834
Singapore 600032,32 TEBAN GARDENS ROAD HDB-JURONG EAST SINGAPORE 600032,1.321843963,103.7398725
Singapore 530970,970 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530970,1.37878538,103.880486
Singapore 544158,158D RIVERVALE CRESCENT RIVERVALE VIEW SINGAPORE 544158,1.38841932,103.9072419
Singapore 650207,207 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650207,1.346248662,103.7493822
Singapore 543185,185C RIVERVALE CRESCENT RIVERVALE GATEWAY SINGAPORE 543185,1.393173695,103.9064944
Singapore 530130,130 LORONG AH SOO HDB-HOUGANG SINGAPORE 530130,1.351280048,103.8864899
Singapore 600314,314 JURONG EAST STREET 32 HDB-JURONG EAST SINGAPORE 600314,1.346653511,103.7332752
Singapore 821303,303A PUNGGOL CENTRAL CORALINUS SINGAPORE 821303,1.403777894,103.9057622
Singapore 520133,133 SIMEI STREET 1 HDB-TAMPINES SINGAPORE 520133,1.347313666,103.9556785
Singapore 560608,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,1.3785821,103.8367603
Singapore 670519,519 JELAPANG ROAD PANGSHAN VALLEY SINGAPORE 670519,1.387740504,103.7662894
Singapore 530577,577 HOUGANG AVENUE 4 HDB-HOUGANG SINGAPORE 530577,1.378622287,103.8850528
Singapore 160145,145 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160145,1.277293529,103.8305157
Singapore 470713,713 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470713,1.336311806,103.9223922
Singapore 320076,76 LORONG LIMAU WHAMPOA SPRING SINGAPORE 320076,1.325024279,103.8542321
Singapore 672547,547B SEGAR ROAD SEGAR VALE SINGAPORE 672547,1.388437745,103.7692526
Singapore 730134,134 MARSILING ROAD HDB-WOODLANDS SINGAPORE 730134,1.436637071,103.7773976
Singapore 823274,274C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823274,1.403258431,103.9020087
Singapore 610366,366 CORPORATION DRIVE HDB-TAMAN JURONG SINGAPORE 610366,1.337891083,103.7196814
Singapore 182269,269B QUEEN STREET CHENG YAN COURT SINGAPORE 182269,1.300356709,103.8534664
Singapore 560463,463 ANG MO KIO AVENUE 10 HDB-ANG MO KIO SINGAPORE 560463,1.366947935,103.8574876
Singapore 560462,462 ANG MO KIO AVENUE 10 HDB-ANG MO KIO SINGAPORE 560462,1.366955586,103.8580313
Singapore 542211,211B COMPASSVALE LANE COMPASSVALE BEACON SINGAPORE 542211,1.385087191,103.898737
Singapore 650642,642 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650642,1.349006479,103.7517067
Singapore 510225,225 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510225,1.371157638,103.9611184
Singapore 530969,969 HOUGANG STREET 91 HDB-HOUGANG SINGAPORE 530969,1.378759489,103.8794964
Singapore 330058,58 GEYLANG BAHRU HDB-KALLANG/WHAMPOA SINGAPORE 330058,1.323195373,103.8679572
Singapore 760759,759 YISHUN STREET 72 HDB-YISHUN SINGAPORE 760759,1.426246007,103.8332335
Singapore 100085,85 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100085,1.277222539,103.8087204
Singapore 762506,506B YISHUN AVENUE 4 ANGSANA BREEZE @ YISHUN SINGAPORE 762506,1.415817927,103.8406779
Singapore 760361,361 YISHUN RING ROAD YISHUN GLORY SINGAPORE 760361,1.428324759,103.8459083
Singapore 100060,60 TELOK BLANGAH HEIGHTS BLANGAH GARDEN SINGAPORE 100060,1.276078958,103.8121572
Singapore 570308,308 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570308,1.350582529,103.8378468
Singapore 460130,130 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460130,1.327161508,103.9368248
Singapore 791453,453A FERNVALE ROAD FERNVALE FLORA SINGAPORE 791453,1.394478832,103.8755584
Singapore 525494,494E TAMPINES STREET 43 TAMPINES ALCOVES SINGAPORE 525494,1.364215315,103.9535112
Singapore 460100,100 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460100,1.334355934,103.9390327
Singapore 310008,8 LORONG 7 TOA PAYOH TOA PAYOH COURT SINGAPORE 310008,1.337880501,103.8566128
Singapore 680204,204 CHOA CHU KANG AVENUE 1 HDB-CHOA CHU KANG SINGAPORE 680204,1.380791257,103.7492267
Singapore 520843,843 TAMPINES STREET 83 TAMPINES VILLE SINGAPORE 520843,1.351879216,103.9346909
Singapore 544157,157D RIVERVALE CRESCENT RIVERVALE VIEW SINGAPORE 544157,1.388086614,103.9078891
Singapore 650235,235 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650235,1.348483521,103.7563004
Singapore 600064,64 TEBAN GARDENS ROAD TEBAN PLACE SINGAPORE 600064,1.32137891,103.7397794
Singapore 160028,28 JALAN KLINIK HDB-BUKIT MERAH SINGAPORE 160028,1.28789877,103.8282036
Singapore 350103,103 POTONG PASIR AVENUE 1 HDB-POTONG PASIR SINGAPORE 350103,1.334113387,103.8695237
Singapore 530306,306 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530306,1.367208424,103.8954901
Singapore 091017,17A TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 091017,1.277382607,103.821604
Singapore 650201,201 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650201,1.345862539,103.7479058
Singapore 521158,158 TAMPINES STREET 12 HDB-TAMPINES SINGAPORE 521158,1.351414561,103.945859
Singapore 510544,544 PASIR RIS STREET 51 HDB-PASIR RIS SINGAPORE 510544,1.368981057,103.9521937
Singapore 670651,651 SENJA LINK HDB-BUKIT PANJANG SINGAPORE 670651,1.386612443,103.7636529
Singapore 682166,166B TECK WHYE CRESCENT TECK WHYE CREST SINGAPORE 682166,1.383159893,103.7534009
Singapore 640547,547 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640547,1.352982027,103.714914
Singapore 310156,156 LORONG 1 TOA PAYOH TOA PAYOH SAPPHIRE SINGAPORE 310156,1.332564732,103.8452069
Singapore 461050,50 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 461050,1.329304314,103.9224158
Singapore 641663,663A JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 641663,1.338531459,103.7015451
Singapore 823201,201C PUNGGOL FIELD SINGAPORE 823201,1.399331482,103.903712
Singapore 600327,327 JURONG EAST STREET 31 HDB-JURONG EAST SINGAPORE 600327,1.349123177,103.7289861
Singapore 390054,54 CASSIA CRESCENT HDB-GUILLEMARD SINGAPORE 390054,1.310048006,103.8846782
Singapore 102103,103B DEPOT ROAD DEPOT HEIGHTS SINGAPORE 102103,1.280736924,103.8131357
Singapore 730521,521 WOODLANDS DRIVE 14 FRAGRANT WOODS SINGAPORE 730521,1.433716,103.7933262
Singapore 730142,142 MARSILING ROAD HDB-WOODLANDS SINGAPORE 730142,1.437033489,103.7770693
Singapore 510542,542 PASIR RIS STREET 51 HDB-PASIR RIS SINGAPORE 510542,1.369267722,103.9513777
Singapore 120459,459 CLEMENTI AVENUE 3 HDB-CLEMENTI HEIGHTS SINGAPORE 120459,1.311389416,103.7670932
Singapore 461034,34 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461034,1.32416997,103.9264052
Singapore 650121,121 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650121,1.351625571,103.7480114
Singapore 390045,45 JALAN TIGA PINE GREEN SINGAPORE 390045,1.308637777,103.8846448
Singapore 760393,393 YISHUN AVENUE 6 HDB-YISHUN SINGAPORE 760393,1.42851535,103.8485037
Singapore 520738,738 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520738,1.359084786,103.9336076
Singapore 530565,565 HOUGANG STREET 51 HDB-HOUGANG SINGAPORE 530565,1.380518232,103.8879532
Singapore 120713,713 CLEMENTI WEST STREET 2 HDB-CLEMENTI SINGAPORE 120713,1.304127842,103.7622063
Singapore 760866,866 YISHUN STREET 81 HDB-YISHUN SINGAPORE 760866,1.414732287,103.837339
Singapore 736780,780F WOODLANDS CRESCENT WOODLANDS DEW SINGAPORE 736780,1.447777265,103.8011484
Singapore 541250,250A COMPASSVALE STREET COMPASSVALE HAVEN SINGAPORE 541250,1.391683195,103.8998803
Singapore 550540,540 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550540,1.374618931,103.8725735
Singapore 310155,155 LORONG 1 TOA PAYOH TOA PAYOH SAPPHIRE SINGAPORE 310155,1.332796311,103.8455886
Singapore 670504,504 JELAPANG ROAD PANSHAN VIEW SINGAPORE 670504,1.384732239,103.7669329
Singapore 560465,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,1.366201041,103.857201
Singapore 610333,333 KANG CHING ROAD HDB-TAMAN JURONG SINGAPORE 610333,1.339279332,103.7234416
Singapore 600265,265 TOH GUAN ROAD TOH GUAN VIEW SINGAPORE 600265,1.340708117,103.7447023
Singapore 640859,859 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640859,1.349230323,103.6961006
Singapore 760621,621 YISHUN RING ROAD HDB-YISHUN SINGAPORE 760621,1.418667011,103.835187
Singapore 543332,332C ANCHORVALE LINK ANCHORVALE ISLES SINGAPORE 543332,1.395002196,103.891961
Singapore 200633,633 VEERASAMY ROAD ROWELL COURT SINGAPORE 200633,1.305706696,103.8549432
Singapore 560426,426 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560426,1.369480468,103.8533098
Singapore 530542,542 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530542,1.376951718,103.8917486
Singapore 530571,571 HOUGANG STREET 51 HDB-HOUGANG SINGAPORE 530571,1.378433438,103.8880231
Singapore 792404,404B FERNVALE LANE FERN SPRING SINGAPORE 792404,1.388296543,103.873546
Singapore 600316,316 JURONG EAST STREET 32 HDB-JURONG EAST SINGAPORE 600316,1.346006527,103.7320798
Singapore 140167,167 STIRLING ROAD HDB-QUEENSTOWN SINGAPORE 140167,1.29003093,103.8026043
Singapore 760220,220 YISHUN STREET 21 YISHUN GARDENS SINGAPORE 760220,1.433616722,103.835244
Singapore 760778,778 YISHUN AVENUE 2 KHATIB VALE SINGAPORE 760778,1.422208461,103.8337911
Singapore 560178,178 ANG MO KIO AVENUE 4 KEBUN BARU LINK 2 SINGAPORE 560178,1.376193199,103.8370382
Singapore 080009,9 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 080009,1.275301801,103.8392073
Singapore 520716,716 TAMPINES STREET 71 TAMPINES STARLIGHT SINGAPORE 520716,1.359389874,103.9366328
Singapore 531987,987A BUANGKOK GREEN BUANGKOK VALE SINGAPORE 531987,1.379887784,103.8783849
Singapore 544250,250D COMPASSVALE STREET COMPASSVALE HAVEN SINGAPORE 544250,1.393250113,103.8998227
Singapore 570503,503 BISHAN STREET 11 HDB-BISHAN SINGAPORE 570503,1.349032375,103.8480475
Singapore 370060,60 CIRCUIT ROAD MACPHERSON GARDEN SINGAPORE 370060,1.325552536,103.8865328
Singapore 512527,527B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512527,1.368994531,103.9477101
Singapore 120305,305 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120305,1.322061089,103.766014
Singapore 200816,816 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200816,1.306952737,103.8612444
Singapore 823211,211C PUNGGOL WALK PUNGGOL RIPPLES SINGAPORE 823211,1.400760493,103.8996136
Singapore 560127,127 ANG MO KIO AVENUE 3 HDB-ANG MO KIO SINGAPORE 560127,1.371223221,103.8435933
Singapore 820116,116 EDGEFIELD PLAINS SINGAPORE 820116,1.39541568,103.9069122
Singapore 600226,226 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600226,1.341404713,103.7358435
Singapore 100087,87 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100087,1.276867842,103.8081486
Singapore 210011,11 FARRER PARK ROAD FARRER PARK VIEW SINGAPORE 210011,1.312367682,103.8521093
Singapore 543121,121C SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 543121,1.386294266,103.9053807
Singapore 541306,306A ANCHORVALE LINK ANCHORVALE PLACE SINGAPORE 541306,1.390179672,103.8890486
Singapore 541226,226A COMPASSVALE WALK COMPASSVALE VISTA SINGAPORE 541226,1.387412626,103.8997197
Singapore 560304,304 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 560304,1.366286428,103.8449948
Singapore 440072,72 MARINE DRIVE MARINE DRIVE VIEW SINGAPORE 440072,1.30428357,103.9083649
Singapore 533477,477C UPPER SERANGOON VIEW HOUGANG CAPEVIEW SINGAPORE 533477,1.37932251,103.904191
Singapore 530503,503 HOUGANG AVENUE 8 HDB-HOUGANG SINGAPORE 530503,1.373482598,103.8874635
Singapore 670653,653 SENJA LINK HDB-BUKIT PANJANG SINGAPORE 670653,1.386925907,103.7639462
Singapore 163131,131C KIM TIAN ROAD KIM TIAN VISTA SINGAPORE 163131,1.280312427,103.8288223
Singapore 730214,214 MARSILING LANE HDB-WOODLANDS SINGAPORE 730214,1.446970845,103.7717134
Singapore 752501,501B WELLINGTON CIRCLE MONTREAL SPRING SINGAPORE 752501,1.452185714,103.8213699
Singapore 521489,489B TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 521489,1.36132334,103.9574698
Singapore 310142,142 LORONG 2 TOA PAYOH HDB-TOA PAYOH SINGAPORE 310142,1.33583775,103.845163
Singapore 400347,347 UBI AVENUE 1 KAMPONG UBI VIEW SINGAPORE 400347,1.32566117,103.8997332
Singapore 760798,798 YISHUN RING ROAD KHATIB VALE SINGAPORE 760798,1.418874024,103.8332912
Singapore 760238,238 YISHUN RING ROAD HDB-YISHUN SINGAPORE 760238,1.433051096,103.8392442
Singapore 081004,4 TANJONG PAGAR PLAZA HDB-CENTRAL AREA SINGAPORE 081004,1.275905201,103.8427412
Singapore 640511,511 JURONG WEST STREET 52 WESTWOOD COURT SINGAPORE 640511,1.347792675,103.7195911
Singapore 460097,97 BEDOK NORTH AVENUE 4 HDB-BEDOK SINGAPORE 460097,1.332965774,103.9399626
Singapore 541281,281A SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 541281,1.386092241,103.8915611
Singapore 526498,498H TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 526498,1.362957915,103.9575153
Singapore 570182,182 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570182,1.350205825,103.8530492
Singapore 550305,305 SERANGOON AVENUE 2 CHUAN VILLAGE SINGAPORE 550305,1.353848111,103.8669618
